channel_id,direction,direction2,entry_points,entry_type,message_age_hours,message_id,raw_message,stop_loss,symbol,timestamp,tp1,tp2,tp3,tp4
-1001552516320,SELL,SELL,"[0.875, 0.881]",limit,3.509639822777778,10310,"EURGBP SELL limit from 0.875 and SELL limit from 0.881
Tp1 @ 0.870 1
Tp2 @ 0.864 2
Tp3 @ 0.858 3
Tp4 @ 0.852 0
Sl    @ 0.887 ",0.887,EURGBP,2025-07-20T21:39:29+00:00,0.87,0.864,0.858,0.852
-1001552516320,SELL,SELL,"[0.935, 0.941]",limit,3.509639822777778,10309,"EURCHF SELL limit from 0.935 and SELL limit from 0.941
Tp1 @ 0.930 1
Tp2 @ 0.924 2
Tp3 @ 0.918 3
Tp4 @ 0.912 0
Sl    @ 0.947 ",0.947,EURCHF,2025-07-20T21:39:29+00:00,0.93,0.924,0.918,0.912
-1001552516320,SELL,SELL,"[1.607, 1.613]",limit,3.509639822777778,10308,"EURCAD SELL limit from 1.607 and SELL limit from 1.613
Tp1 @ 1.602 1
Tp2 @ 1.596 2
Tp3 @ 1.590 3
Tp4 @ 1.584 0
Sl    @ 1.619 ",1.619,EURCAD,2025-07-20T21:39:29+00:00,1.602,1.596,1.59,1.584
-1001552516320,BUY,BUY,"[1.775, 1.769]",limit,3.509639822777778,10307,"EURJPY BUY limit from 1.775 and BUY limit from 1.769
Tp1 @ 1.780 1
Tp2 @ 1.786 2
Tp3 @ 1.792 3
Tp4 @ 1.798 4
Sl    @ 1.763 ",1.763,EURJPY,2025-07-20T21:39:29+00:00,1.78,1.786,1.792,1.798
-1001552516320,BUY,BUY,"[106.5, 105.9]",limit,3.509639822777778,10306,"CADJPY BUY limit from 106.5 and BUY limit from .105.9
Tp1 @ 107.0 1
Tp2 @ 107.6 2
Tp3 @ 108.2 3
Tp4 @ 108.8 4
Sl    @ 105.3 ",105.3,CADJPY,2025-07-20T21:39:29+00:00,107.0,107.6,108.2,108.8
-1001552516320,SELL,SELL,"[109.4, 110.0]",limit,3.509639822777778,10305,"CADJPY SELL limit from 109.4 and SELL limit from 110.0
Tp1 @ 108.9 1
Tp2 @ 108.3 2
Tp3 @ 107.7 3
Tp4 @ 107.1 0
Sl    @ 110.6 ",110.6,CADJPY,2025-07-20T21:39:29+00:00,108.9,108.3,107.7,107.1
-1001552516320,BUY,BUY,"[0.582, 0.576]",limit,3.509639822777778,10304,"CADCHF BUY limit from 0.582 and BUY limit from 0.576
Tp1 @ 0.587 1
Tp2 @ 0.593 2
Tp3 @ 0.599 3
Tp4 @ 0.605 4
Sl    @ 0.570 ",0.57,CADCHF,2025-07-20T21:39:29+00:00,0.587,0.593,0.599,0.605
-1001552516320,BUY,,['market'],market,3.509639822777778,10303,"AUDJPY BUY Now and BUY limit from 96.2
Tp1 @ 97.3 1
Tp2 @ 97.9 2
Tp3 @ 98.5 3
Tp4 @ 99.1 4
Sl    @ 95.6 ",95.6,AUDJPY,2025-07-20T21:39:29+00:00,97.3,97.9,98.5,99.1
-1001552516320,BUY,BUY,"[0.512, 0.506]",limit,3.5099176005555557,10302,"AUDCHF BUY limit from 0.512 and BUY limit from 0.506
Tp1 @ 0.517 1
Tp2 @ 0.523 2
Tp3 @ 0.529 3
Tp4 @ 0.535 4
Sl    @ 0.500 ",0.5,AUDCHF,2025-07-20T21:39:28+00:00,0.517,0.523,0.529,0.535
-1001552516320,SELL,SELL,"[0.905, 0.911]",limit,3.5099176005555557,10301,"AUDCAD SELL limit from 0.905 and SELL limit from 0.911
Tp1 @ 0.900 1
Tp2 @ 0.894 2
Tp3 @ 0.888 3
Tp4 @ 0.882 0
Sl    @ 0.917 ",0.917,AUDCAD,2025-07-20T21:39:28+00:00,0.9,0.894,0.888,0.882
-1001552516320,BUY,BUY,"[0.878, 0.872]",limit,3.5099176005555557,10300,"AUDCAD BUY limit from 0.878 and BUY limit from 0.872
Tp1 @ 0.883 1
Tp2 @ 0.889 2
Tp3 @ 0.895 3
Tp4 @ 0.901 4
Sl    @ 0.866 ",0.866,AUDCAD,2025-07-20T21:39:28+00:00,0.883,0.889,0.895,0.901
-1001552516320,BUY,BUY,"[65.7, 65.1]",limit,3.5099176005555557,10299,"OIL BUY limit from 65.7 and BUY limit from 65.1
Tp1 @ 66.2 1
Tp2 @ 66.8 2
Tp3 @ 67.4 3
Tp4 @ 68.0 4
Sl    @ 64.5 ",64.5,OIL,2025-07-20T21:39:28+00:00,66.2,66.8,67.4,68.0
-1001552516320,SELL,SELL,"[40450.0, 40650.0]",limit,3.5099176005555557,10298,"NIKKEI SELL limit from 40450 and SELL limit from 40650
Tp1 @ 40200 1
Tp2 @ 39900 2
Tp3 @ 39600 3
Tp4 @ 39300 0
Sl    @ 40900 ",40900.0,NIKKEI,2025-07-20T21:39:28+00:00,40200.0,39900.0,39600.0,39300.0
-1001552516320,BUY,BUY,"[39250.0, 39050.0]",limit,3.5099176005555557,10297,"NIKKEI BUY limit from 39250 and BUY limit from 39050
Tp1 @ 39500 1
Tp2 @ 39800 2
Tp3 @ 40100 3
Tp4 @ 40400 4
Sl    @ 38850 ",38850.0,NIKKEI,2025-07-20T21:39:28+00:00,39500.0,39800.0,40100.0,40400.0
-1001552516320,SELL,SELL,"[24600.0, 24800.0]",limit,3.5099176005555557,10296,"DAX 40 SELL limit from 24600 and SELL limit from 24800
Tp1 @ 24400 1
Tp2 @ 24100 2
Tp3 @ 23800 3
Tp4 @ 23500 0
Sl    @ 25000 ",25000.0,DAX 40,2025-07-20T21:39:28+00:00,24400.0,24100.0,23800.0,23500.0
-1001552516320,BUY,BUY,"[23650.0, 23450.0]",limit,3.5099176005555557,10295,"DAX 40 BUY limit from 23650 and BUY limit from 23450
Tp1 @ 23900 1
Tp2 @ 24200 2
Tp3 @ 24500 3
Tp4 @ 24800 4
Sl    @ 23250 ",23250.0,DAX 40,2025-07-20T21:39:28+00:00,23900.0,24200.0,24500.0,24800.0
-1001552516320,SELL,SELL,"[23600.0, 23800.0]",limit,3.5099176005555557,10294,"US100 SELL limit from 23600 and SELL limit from 23800
Tp1 @ 23400 1
Tp2 @ 23100 2
Tp3 @ 22800 3
Tp4 @ 22500 0
Sl    @ 24000 ",24000.0,US100,2025-07-20T21:39:28+00:00,23400.0,23100.0,22800.0,22500.0
-1001552516320,BUY,BUY,"[3320.0, 3310.0]",limit,3.5099176005555557,10293,"GOLD BUY limit from 3320 and BUY limit from 3310
Tp1 @ 3330 1
Tp2 @ 3340 2
Tp3 @ 3350 3
Tp4 @ 3360 4
Sl    @ 3300 ",3300.0,GOLD,2025-07-20T21:39:28+00:00,3330.0,3340.0,3350.0,3360.0
